file_name,emiten_code,year,status,error_message,total_pages,text_pages,image_pages,ocr_pages,direct_extract_pages,total_extracted_chars,ocr_input_tokens,ocr_output_tokens,ocr_estimated_cost_usd,processing_time_seconds,timestamp_processed,note
PRAY_2023.pdf,PRAY,2023,success,,396,365,31,31,365,1225995,34999,7734,0.02035075,167.28,2026-03-17T02:04:41.025579,
PRIM_2022.pdf,PRIM,2022,success,,160,146,14,14,146,617157,15806,5215,0.011774,79.67,2026-03-17T02:05:04.313795,
PRDA_2024.pdf,PRDA,2024,success,,416,397,19,19,397,1374248,21451,1746,0.00798175,104.25,2026-03-17T02:05:18.230559,
PRIM_2024.pdf,PRIM,2024,success,,271,260,11,11,260,677365,12419,654,0.00408575,45.08,2026-03-17T02:05:26.111871,
PTDU_2022.pdf,PTDU,2022,success,,248,242,6,6,242,791359,6774,1698,0.0042405,31.59,2026-03-17T02:05:35.903819,
PTMP_2022.pdf,PTMP,2022,success,,171,162,9,9,162,525525,10161,719,0.00361875,42.85,2026-03-17T02:06:08.961228,
PRIM_2023.pdf,PRIM,2023,success,,264,239,25,25,239,643148,28225,6023,0.01609075,124.35,2026-03-17T02:06:26.849278,
PTPP_2024.pdf,PTPP,2024,success,,442,442,0,0,442,1635236,0,0,0.0,3.56,2026-03-17T02:06:30.414559,
PTDU_2023.pdf,PTDU,2023,success,,252,239,13,13,239,779376,14649,1148,0.00538425,74.09,2026-03-17T02:06:32.320922,
PTPW_2022.pdf,PTPW,2022,success,,255,246,9,9,246,808782,10161,5457,0.01072575,75.35,2026-03-17T02:07:45.762558,
PTMP_2024.pdf,PTMP,2024,success,,236,217,19,19,217,804670,21451,327,0.00585325,97.94,2026-03-17T02:07:46.898756,
PTPW_2023.pdf,PTPW,2023,success,,256,245,11,11,245,799056,12419,6044,0.01217075,81.28,2026-03-17T02:07:53.831518,
PTSN_2024.pdf,PTSN,2024,success,,268,264,4,4,264,782181,4516,1393,0.0032185,28.36,2026-03-17T02:08:22.196409,
PTMP_2023.pdf,PTMP,2023,success,,236,212,24,24,212,855160,27096,8758,0.019911,167.42,2026-03-17T02:08:23.326023,
PTSN_2023.pdf,PTSN,2023,success,,268,256,12,12,256,773473,13548,6242,0.01275,65.74,2026-03-17T02:08:52.775699,
PTSN_2022.pdf,PTSN,2022,success,,264,248,16,16,248,714938,18045,6924,0.01489725,85.09,2026-03-17T02:09:10.855062,
PUDP_2022.pdf,PUDP,2022,success,,246,228,18,18,228,628472,20322,1638,0.0075375,80.79,2026-03-17T02:09:42.992300,
PURA_2023.pdf,PURA,2023,success,,276,263,13,13,263,637024,14677,6926,0.01405825,87.78,2026-03-17T02:11:11.903227,
PUDP_2023.pdf,PUDP,2023,success,,262,243,19,19,243,662076,21451,7199,0.01616125,105.46,2026-03-17T02:11:28.673304,
PUDP_2024.pdf,PUDP,2024,success,,262,241,21,21,241,717794,23709,1590,0.00831225,110.61,2026-03-17T02:11:33.831393,
PURA_2022.pdf,PURA,2022,success,,230,207,23,23,207,558548,25967,782,0.00766475,125.43,2026-03-17T02:11:48.651524,
PURA_2024.pdf,PURA,2024,success,,287,271,16,16,271,669672,18052,3503,0.0097675,85.08,2026-03-17T02:12:36.987638,
PWON_2022.pdf,PWON,2022,success,,360,349,11,11,349,1251953,12419,1381,0.00517625,69.17,2026-03-17T02:13:46.162967,
PURI_2024.pdf,PURI,2024,success,,435,410,25,25,410,1307793,28375,8281,0.01951525,137.76,2026-03-17T02:14:06.411563,
PURI_2023.pdf,PURI,2023,success,,403,372,31,31,372,1217793,34999,15587,0.03213025,203.07,2026-03-17T02:14:56.905894,
