file_name,page_number,prompt_tokens,output_tokens,total_tokens
BUDI_2023.pdf,2,1129,943,2072
BUKA_2022.pdf,1,1129,900,2029
BUKA_2022.pdf,2,1129,834,1963
BUKK_2023.pdf,1,1129,732,1861
BUDI_2024.pdf,1,1129,1092,2221
BUDI_2024.pdf,2,1129,946,2075
BUMI_2024.pdf,1,1129,891,2020
BUMI_2023.pdf,1,1129,1033,2162
BUMI_2023.pdf,2,1129,812,1941
BUKK_2022.pdf,1,1129,818,1947
BUKK_2022.pdf,2,1129,652,1781
BWPT_2022.pdf,1,1129,892,2021
BWPT_2022.pdf,2,1129,921,2050
BVIC_2022.pdf,1,1129,1032,2161
BVIC_2022.pdf,2,1129,834,1963
BVIC_2022.pdf,3,1129,945,2074
BVIC_2022.pdf,4,1129,838,1967
BWPT_2023.pdf,1,1129,847,1976
BWPT_2023.pdf,2,1129,903,2032
BVIC_2023.pdf,1,1129,1008,2137
BVIC_2023.pdf,2,1129,791,1920
BVIC_2023.pdf,3,1129,765,1894
BVIC_2023.pdf,4,1129,836,1965
BYAN_2022.pdf,1,1129,1058,2187
BYAN_2022.pdf,2,1129,891,2020
CAMP_2022.pdf,1,1129,790,1919
BYAN_2023.pdf,1,1129,965,2094
BYAN_2023.pdf,2,1129,882,2011
BYAN_2024.pdf,1,1129,1052,2181
BYAN_2024.pdf,2,1129,910,2039
CANI_2022.pdf,1,1129,997,2126
CANI_2022.pdf,2,1129,905,2034
CANI_2023.pdf,1,1129,920,2049
CANI_2023.pdf,2,1129,897,2026
CARE_2023.pdf,1,1129,1043,2172
CARE_2023.pdf,2,1117,1109,2226
CARS_2022.pdf,1,1144,1099,2243
CARS_2022.pdf,2,1144,971,2115
CARS_2022.pdf,3,1144,1034,2178
CARS_2022.pdf,4,1144,957,2101
CARS_2022.pdf,5,1144,773,1917
CASA_2022.pdf,1,1129,897,2026
CASA_2022.pdf,2,1129,752,1881
CASA_2022.pdf,3,1129,753,1882
CASA_2022.pdf,4,1129,694,1823
CARS_2023.pdf,1,1129,1097,2226
CARS_2023.pdf,2,1129,1039,2168
CARS_2023.pdf,3,1129,1013,2142
CARS_2023.pdf,4,1129,858,1987
CARS_2024.pdf,1,1129,1083,2212
CARS_2024.pdf,2,1129,1169,2298
CARS_2024.pdf,3,1129,998,2127
CARS_2024.pdf,4,1129,810,1939
CASA_2024.pdf,1,1129,1122,2251
CASA_2024.pdf,2,1129,941,2070
CASA_2023.pdf,1,1129,1115,2244
CASA_2023.pdf,2,1129,932,2061
CASA_2023.pdf,3,1129,1118,2247
CBDK_2024.pdf,1,1129,755,1884
CBMF_2022.pdf,1,1129,1517,2646
CBUT_2022.pdf,1,1129,729,1858
CBPE_2022.pdf,1,1129,1055,2184
CBPE_2022.pdf,2,1129,1075,2204
CBUT_2023.pdf,1,1129,739,1868
CBPE_2023.pdf,1,1129,997,2126
CBPE_2023.pdf,2,1129,1144,2273
CBUT_2024.pdf,1,1129,501,1630
CBUT_2024.pdf,2,1129,550,1679
CBUT_2024.pdf,3,1129,492,1621
CASH_2024.pdf,1,1129,604,1733
CASH_2024.pdf,2,1129,517,1646
CASH_2024.pdf,3,1129,565,1694
CASH_2024.pdf,4,1129,595,1724
CASH_2024.pdf,5,1129,431,1560
CDIA_2024.pdf,1,1129,1048,2177
CEKA_2023.pdf,1,1129,880,2009
CCSI_2023.pdf,1,1129,908,2037
CCSI_2023.pdf,2,1129,828,1957
CGAS_2023.pdf,1,1129,903,2032
CHEM_2022.pdf,1,1129,801,1930
CHEM_2023.pdf,1,1139,805,1944
CCSI_2022.pdf,1,1129,876,2005
CCSI_2022.pdf,2,1129,1027,2156
CCSI_2022.pdf,3,1129,1081,2210
CCSI_2022.pdf,4,1129,1060,2189
CFIN_2024.pdf,1,1129,1009,2138
CFIN_2024.pdf,2,1129,774,1903
CFIN_2024.pdf,3,1129,677,1806
CINT_2024.pdf,1,1129,779,1908
CINT_2023.pdf,1,1129,934,2063
CINT_2023.pdf,2,1129,760,1889
CLAY_2024.pdf,1,1129,851,1980
CLAY_2024.pdf,2,1129,750,1879
CLAY_2022.pdf,1,1129,899,2028
CLAY_2022.pdf,2,1129,770,1899
CLPI_2022.pdf,1,1129,873,2002
CLPI_2022.pdf,2,1129,687,1816
CMNP_2022.pdf,1,1129,652,1781
CNKO_2022.pdf,1,1129,1238,2367
CNKO_2023.pdf,1,1129,1075,2204
CMNT_2023.pdf,1,1129,849,1978
CMNT_2023.pdf,2,1129,873,2002
CNKO_2024.pdf,1,1129,1048,2177
CNKO_2024.pdf,2,1129,924,2053
CMPP_2022.pdf,1,1129,1003,2132
CMPP_2022.pdf,2,1129,771,1900
CMPP_2022.pdf,3,1129,701,1830
CNMA_2023.pdf,1,1129,884,2013
CNTX_2022.pdf,1,1129,1015,2144
CNTX_2022.pdf,2,1129,786,1915
CNTB_2023.pdf,1,1129,929,2058
CNTB_2023.pdf,2,1129,824,1953
CNTB_2023.pdf,3,1129,951,2080
COAL_2022.pdf,1,1129,915,2044
CNTX_2023.pdf,1,1129,1002,2131
CNTX_2023.pdf,2,1129,824,1953
CNTX_2023.pdf,3,1129,951,2080
CNMA_2024.pdf,1,1129,1022,2151
CNMA_2024.pdf,2,1129,909,2038
COCO_2022.pdf,1,1129,1015,2144
COCO_2022.pdf,2,1129,1038,2167
COCO_2023.pdf,1,1139,1034,2173
COCO_2023.pdf,2,1139,1047,2186
COCO_2024.pdf,1,1139,1015,2154
COCO_2024.pdf,2,1139,959,2098
CRAB_2022.pdf,1,1129,1235,2364
CRAB_2022.pdf,2,1129,1057,2186
CRAB_2023.pdf,1,1129,1244,2373
CRAB_2023.pdf,2,1129,1074,2203
CPRO_2022.pdf,1,1129,914,2043
CPRO_2022.pdf,2,1129,743,1872
CPRO_2022.pdf,3,1129,737,1866
CPRO_2022.pdf,4,1129,756,1885
CSMI_2022.pdf,1,1129,937,2066
CRSN_2023.pdf,1,1129,1024,2153
CRSN_2023.pdf,2,1129,1112,2241
CRAB_2024.pdf,1,1129,1324,2453
CRAB_2024.pdf,2,1129,811,1940
CRAB_2024.pdf,3,1129,978,2107
CRSN_2024.pdf,1,1129,1040,2169
CRSN_2024.pdf,2,1129,865,1994
CSRA_2023.pdf,1,1129,845,1974
CSRA_2024.pdf,1,1129,845,1974
CSMI_2023.pdf,1,1129,869,1998
CSMI_2023.pdf,2,1129,969,2098
CTBN_2024.pdf,1,1129,975,2104
CSMI_2024.pdf,1,1129,957,2086
CSMI_2024.pdf,2,1129,895,2024
CTBN_2023.pdf,1,1129,901,2030
CTBN_2023.pdf,2,1129,807,1936
CTRA_2024.pdf,1,1129,904,2033
CTRA_2023.pdf,1,1129,903,2032
CTTH_2022.pdf,1,1129,980,2109
CTTH_2022.pdf,2,1129,1005,2134
CTRA_2022.pdf,1,1129,913,2042
CTRA_2022.pdf,2,1129,428,1557
DAAZ_2024.pdf,1,1129,1008,2137
CTTH_2023.pdf,1,1129,985,2114
CTTH_2023.pdf,2,1129,1006,2135
CTTH_2024.pdf,1,1129,984,2113
CTTH_2024.pdf,2,1129,992,2121
DART_2022.pdf,1,1129,637,1766
DART_2022.pdf,2,1129,662,1791
DART_2024.pdf,1,1129,625,1754
DART_2024.pdf,2,1129,446,1575
DATA_2023.pdf,1,1129,694,1823
DATA_2023.pdf,2,1129,706,1835
DAYA_2022.pdf,1,1129,971,2100
DAYA_2022.pdf,2,1129,939,2068
DEFI_2024.pdf,1,1129,1332,2461
DEFI_2024.pdf,2,1129,986,2115
DEFI_2022.pdf,1,1139,1307,2446
DEFI_2022.pdf,2,1139,1173,2312
DEWA_2022.pdf,1,1129,1019,2148
DEWA_2022.pdf,2,1129,763,1892
DEWA_2023.pdf,1,1129,1021,2150
DEWI_2022.pdf,1,1129,768,1897
DEWI_2023.pdf,1,1129,634,1763
DEWI_2024.pdf,1,1129,706,1835
DEWA_2024.pdf,1,1129,940,2069
DEWA_2024.pdf,2,1129,798,1927
DGNS_2023.pdf,1,1129,807,1936
DGNS_2022.pdf,1,1129,786,1915
DGNS_2024.pdf,1,1129,806,1935
DGIK_2023.pdf,1,1129,772,1901
DGIK_2023.pdf,2,1129,712,1841
DGIK_2023.pdf,3,1129,768,1897
DIGI_2022.pdf,1,1129,1060,2189
DIGI_2023.pdf,1,1129,1156,2285
DGWG_2024.pdf,1,1129,1063,2192
DGWG_2024.pdf,2,1129,735,1864
DGWG_2024.pdf,3,1129,710,1839
DFAM_2024.pdf,1,1129,1112,2241
DFAM_2024.pdf,2,1129,1143,2272
DFAM_2024.pdf,3,1129,968,2097
DFAM_2024.pdf,4,1129,958,2087
DIGI_2024.pdf,1,1129,1014,2143
DIGI_2024.pdf,2,1129,1124,2253
DILD_2023.pdf,1,1129,983,2112
DILD_2023.pdf,2,1129,1007,2136
DILD_2024.pdf,1,1129,846,1975
DILD_2024.pdf,2,1129,946,2075
DILD_2022.pdf,1,1129,1148,2277
DILD_2022.pdf,2,1129,993,2122
DIVA_2022.pdf,1,1129,1393,2522
DIVA_2022.pdf,2,1129,1151,2280
DKFT_2023.pdf,1,1129,1035,2164
DKFT_2022.pdf,1,1129,1025,2154
DLTA_2022.pdf,1,1129,881,2010
DKFT_2024.pdf,1,1129,1066,2195
DIVA_2023.pdf,1,1129,1280,2409
DIVA_2023.pdf,2,1129,1242,2371
DIVA_2024.pdf,1,1129,1358,2487
DIVA_2024.pdf,2,1129,1255,2384
DMAS_2023.pdf,1,1129,991,2120
DMAS_2023.pdf,2,1129,867,1996
DLTA_2024.pdf,1,1129,912,2041
DLTA_2024.pdf,2,1129,948,2077
DMMX_2023.pdf,1,1129,840,1969
DMND_2023.pdf,1,1129,786,1915
DMAS_2024.pdf,1,1129,985,2114
DMAS_2024.pdf,2,1129,867,1996
DMAS_2024.pdf,3,1129,826,1955
DMAS_2022.pdf,1,1129,995,2124
DMAS_2022.pdf,2,1129,1005,2134
DMAS_2022.pdf,3,1129,986,2115
DMND_2024.pdf,1,1129,786,1915
DNAR_2022.pdf,1,1129,900,2029
DNAR_2022.pdf,2,1129,655,1784
DNAR_2023.pdf,1,1129,900,2029
DNAR_2023.pdf,2,1129,800,1929
DNAR_2023.pdf,3,1129,627,1756
DOID_2022.pdf,1,1129,953,2082
DNET_2023.pdf,1,1129,796,1925
DNET_2023.pdf,2,1129,653,1782
DOID_2023.pdf,1,1144,1040,2184
DNAR_2024.pdf,1,1129,611,1740
DNAR_2024.pdf,2,1129,748,1877
DNAR_2024.pdf,3,1129,616,1745
DNAR_2024.pdf,4,1129,515,1644
DOID_2024.pdf,1,1129,1173,2302
DOID_2024.pdf,2,1129,986,2115
DOOH_2024.pdf,1,1129,1319,2448
DOOH_2024.pdf,2,1129,891,2020
DPNS_2023.pdf,1,1129,818,1947
DPUM_2024.pdf,1,1129,769,1898
DPNS_2022.pdf,1,1129,729,1858
DPNS_2022.pdf,2,1129,719,1848
DPNS_2022.pdf,3,1129,522,1651
DPUM_2022.pdf,1,1129,848,1977
DPUM_2022.pdf,2,1129,913,2042
DOSS_2024.pdf,1,1129,568,1697
DOSS_2024.pdf,2,1129,618,1747
DOSS_2024.pdf,3,1129,568,1697
DOSS_2024.pdf,4,1129,613,1742
DSFI_2022.pdf,1,1129,1047,2176
DSFI_2023.pdf,1,1129,988,2117
DSNG_2024.pdf,1,1129,926,2055
DSNG_2022.pdf,1,1129,1013,2142
DSNG_2022.pdf,2,1129,1003,2132
DSNG_2023.pdf,1,1129,996,2125
DSNG_2023.pdf,2,1129,906,2035
DUTI_2022.pdf,1,1129,986,2115
DUTI_2022.pdf,2,1129,1018,2147
DUTI_2022.pdf,3,1129,1169,2298
DUTI_2023.pdf,1,1129,985,2114
DUTI_2023.pdf,2,1129,1018,2147
DUTI_2023.pdf,3,1129,1064,2193
DWGL_2023.pdf,1,1129,1034,2163
DWGL_2023.pdf,2,1129,1040,2169
DYAN_2024.pdf,1,1129,901,2030
DYAN_2023.pdf,1,1129,846,1975
DYAN_2022.pdf,1,1129,743,1872
DYAN_2022.pdf,2,1129,753,1882
EAST_2022.pdf,1,1129,811,1940
EAST_2024.pdf,1,1129,1668,2797
ECII_2022.pdf,1,1129,949,2078
EAST_2023.pdf,1,1129,2504,3633
DWGL_2024.pdf,1,1129,1048,2177
DWGL_2024.pdf,2,1129,1089,2218
DWGL_2024.pdf,3,1129,883,2012
ECII_2023.pdf,1,1129,1010,2139
EDGE_2023.pdf,1,1129,1060,2189
EDGE_2023.pdf,2,1129,720,1849
EKAD_2022.pdf,1,1129,934,2063
EKAD_2022.pdf,2,1129,840,1969
EKAD_2023.pdf,1,1129,923,2052
EKAD_2023.pdf,2,1129,835,1964
EDGE_2024.pdf,1,1129,1063,2192
EDGE_2024.pdf,2,1129,786,1915
EDGE_2024.pdf,3,1129,683,1812
ELPI_2023.pdf,1,1129,668,1797
EKAD_2024.pdf,1,1129,923,2052
EKAD_2024.pdf,2,1129,838,1967
ELPI_2024.pdf,1,1129,824,1953
ELPI_2024.pdf,2,1129,878,2007
ELSA_2023.pdf,1,1129,634,1763
ELSA_2023.pdf,2,1129,723,1852
ELTY_2023.pdf,1,1129,736,1865
ELTY_2023.pdf,2,1129,776,1905
EMDE_2022.pdf,1,1129,844,1973
EMDE_2022.pdf,2,1129,685,1814
ELTY_2022.pdf,1,1129,905,2034
ELTY_2022.pdf,2,1129,842,1971
ELTY_2022.pdf,3,1129,961,2090
ELTY_2024.pdf,1,1129,1026,2155
ELTY_2024.pdf,2,1129,812,1941
EMDE_2023.pdf,1,1129,841,1970
EMDE_2023.pdf,2,1129,647,1776
ENAK_2023.pdf,1,1129,879,2008
ENAK_2023.pdf,2,1129,946,2075
ENAK_2022.pdf,1,1129,811,1940
ENAK_2022.pdf,2,1129,1034,2163
ENRG_2022.pdf,1,1129,852,1981
ENRG_2022.pdf,2,1129,809,1938
EMTK_2022.pdf,1,1129,650,1779
EMTK_2022.pdf,2,1129,833,1962
EMTK_2022.pdf,3,1129,709,1838
EMTK_2022.pdf,4,1129,695,1824
ENRG_2023.pdf,1,1129,843,1972
ENRG_2023.pdf,2,1129,798,1927
ENRG_2024.pdf,1,1129,953,2082
ENRG_2024.pdf,2,1129,876,2005
ENVY_2024.pdf,1,1129,756,1885
ENVY_2024.pdf,2,1129,756,1885
ENZO_2022.pdf,1,1129,1371,2500
ENZO_2022.pdf,2,1129,1115,2244
ENVY_2022.pdf,1,1129,1552,2681
ENVY_2022.pdf,2,1129,1174,2303
ENVY_2022.pdf,3,1129,1089,2218
ENVY_2022.pdf,4,1129,910,2039
ENVY_2023.pdf,1,1139,752,1891
ENVY_2023.pdf,2,1139,877,2016
ENVY_2023.pdf,3,1139,661,1800
ENZO_2023.pdf,1,1129,1387,2516
ENZO_2023.pdf,2,1129,1003,2132
EPAC_2024.pdf,1,1129,1143,2272
EPAC_2022.pdf,1,1129,928,2057
EPAC_2022.pdf,2,1129,989,2118
EPAC_2023.pdf,1,1129,926,2055
EPAC_2023.pdf,2,1129,984,2113
ERTX_2023.pdf,1,1129,641,1770
ERTX_2022.pdf,1,1129,862,1991
ERAA_2023.pdf,1,1129,646,1775
ERAA_2023.pdf,2,1129,793,1922
ERAL_2023.pdf,1,1129,576,1705
ERAL_2023.pdf,2,1129,714,1843
ERTX_2024.pdf,1,1129,657,1786
ESSA_2023.pdf,1,1129,855,1984
ESIP_2024.pdf,1,1129,1095,2224
ESIP_2024.pdf,2,1129,913,2042
ESIP_2023.pdf,1,1129,1099,2228
ESIP_2023.pdf,2,1129,900,2029
ESSA_2022.pdf,1,1129,899,2028
ESSA_2022.pdf,2,1129,853,1982
ESTA_2024.pdf,1,1129,907,2036
ESSA_2024.pdf,1,1129,981,2110
EURO_2022.pdf,1,1129,909,2038
EURO_2022.pdf,2,1129,746,1875
ETWA_2022.pdf,1,1129,999,2128
ETWA_2022.pdf,2,1129,718,1847
EURO_2024.pdf,1,1129,992,2121
EURO_2024.pdf,2,1129,744,1873
EURO_2023.pdf,1,1129,1000,2129
EURO_2023.pdf,2,1129,648,1777
FAPA_2024.pdf,1,1129,833,1962
FAPA_2024.pdf,2,1129,800,1929
FAPA_2023.pdf,1,1129,831,1960
FAPA_2023.pdf,2,1129,883,2012
FASW_2023.pdf,1,1129,895,2024
EXCL_2022.pdf,1,1129,1906,3035
EXCL_2022.pdf,2,1129,1396,2525
EXCL_2022.pdf,3,1129,1608,2737
EXCL_2023.pdf,1,1129,1904,3033
EXCL_2023.pdf,2,1129,1468,2597
EXCL_2023.pdf,3,1129,1608,2737
FILM_2023.pdf,1,1129,746,1875
FILM_2022.pdf,1,1129,788,1917
FASW_2022.pdf,1,1129,895,2024
FASW_2022.pdf,2,1129,862,1991
FASW_2022.pdf,3,1129,828,1957
FIRE_2022.pdf,1,1129,1338,2467
FIRE_2022.pdf,2,1129,793,1922
FIRE_2024.pdf,1,1129,573,1702
FIRE_2024.pdf,2,1129,644,1773
FIRE_2024.pdf,3,1129,525,1654
FISH_2023.pdf,1,1129,649,1778
FISH_2023.pdf,2,1129,838,1967
FISH_2022.pdf,1,1129,1278,2407
FISH_2022.pdf,2,1129,1474,2603
FMII_2023.pdf,1,1129,1141,2270
FMII_2023.pdf,2,1129,1222,2351
FLMC_2023.pdf,1,1129,1251,2380
FLMC_2023.pdf,2,1129,1134,2263
FLMC_2023.pdf,3,1129,1386,2515
FMII_2024.pdf,1,1129,1151,2280
FMII_2024.pdf,2,1129,902,2031
FOOD_2022.pdf,1,1129,1040,2169
FOOD_2022.pdf,2,1129,1170,2299
FOOD_2022.pdf,3,1129,918,2047
FOLK_2023.pdf,1,1129,1309,2438
FOLK_2023.pdf,2,1117,972,2089
FOLK_2023.pdf,3,1129,1034,2163
FOLK_2023.pdf,4,1129,985,2114
FOOD_2023.pdf,1,1129,1030,2159
FOOD_2023.pdf,2,1129,1113,2242
FOOD_2023.pdf,3,1129,915,2044
FORU_2023.pdf,1,1129,1701,2830
FORU_2024.pdf,1,1129,1467,2596
FORE_2024.pdf,1,1129,992,2121
FORE_2024.pdf,2,1129,1069,2198
FPNI_2022.pdf,1,1129,838,1967
FPNI_2022.pdf,2,1129,822,1951
FREN_2022.pdf,1,1129,857,1986
FREN_2022.pdf,2,1129,1021,2150
FREN_2024.pdf,1,1129,794,1923
FREN_2023.pdf,1,1129,800,1929
FREN_2023.pdf,2,1129,1003,2132
FOOD_2024.pdf,1,1129,1394,2523
FOOD_2024.pdf,2,1129,984,2113
FOOD_2024.pdf,3,1129,1127,2256
FOOD_2024.pdf,4,1129,1152,2281
FWCT_2023.pdf,1,1129,1024,2153
FUJI_2024.pdf,1,1129,977,2106
FUJI_2024.pdf,2,1129,1013,2142
FWCT_2022.pdf,1,1129,1022,2151
FUTR_2022.pdf,1,1129,1072,2201
FUTR_2022.pdf,2,1129,1067,2196
FWCT_2024.pdf,1,1129,929,2058
GDST_2023.pdf,1,1129,781,1910
GDST_2022.pdf,1,1129,795,1924
GDST_2024.pdf,1,1129,781,1910
GEMA_2023.pdf,1,1129,968,2097
GEMA_2023.pdf,2,1129,795,1924
GDYR_2024.pdf,1,1129,878,2007
GDYR_2024.pdf,2,1129,760,1889
GDYR_2023.pdf,1,1129,1145,2274
GDYR_2023.pdf,2,1129,836,1965
GEMA_2024.pdf,1,1129,969,2098
GEMA_2024.pdf,2,1129,795,1924
GEMS_2023.pdf,1,1129,856,1985
GGRM_2022.pdf,1,1117,1127,2244
GGRM_2022.pdf,2,1117,878,1995
GGRM_2024.pdf,1,1129,1073,2202
GGRM_2024.pdf,2,1129,879,2008
GGRP_2022.pdf,1,1129,941,2070
GGRP_2022.pdf,2,1129,661,1790
GGRP_2023.pdf,1,1129,762,1891
GGRP_2023.pdf,2,1129,763,1892
GHON_2024.pdf,1,1129,954,2083
GHON_2024.pdf,2,1129,942,2071
GGRP_2024.pdf,1,1129,548,1677
GGRP_2024.pdf,2,1129,646,1775
GGRP_2024.pdf,3,1129,594,1723
GGRP_2024.pdf,4,1129,635,1764
GJTL_2023.pdf,1,1129,807,1936
GJTL_2024.pdf,1,1129,846,1975
GIAA_2022.pdf,1,1129,808,1937
GIAA_2022.pdf,2,1129,1019,2148
GIAA_2022.pdf,3,1129,842,1971
GIAA_2022.pdf,4,1129,923,2052
GIAA_2022.pdf,5,1129,772,1901
GIAA_2023.pdf,1,1129,801,1930
GIAA_2023.pdf,2,1129,808,1937
GIAA_2023.pdf,3,1129,631,1760
GIAA_2023.pdf,4,1129,773,1902
GIAA_2023.pdf,5,1129,600,1729
GIAA_2023.pdf,6,1129,774,1903
GIAA_2024.pdf,1,1129,803,1932
GIAA_2024.pdf,2,1129,698,1827
GIAA_2024.pdf,3,1129,653,1782
GIAA_2024.pdf,4,1129,773,1902
GIAA_2024.pdf,5,1129,600,1729
GIAA_2024.pdf,6,1129,936,2065
GIAA_2024.pdf,7,1129,716,1845
GLOB_2023.pdf,1,1129,1099,2228
GLOB_2023.pdf,2,1129,1028,2157
GLOB_2022.pdf,1,1129,1146,2275
GLOB_2022.pdf,2,1129,1100,2229
GLVA_2022.pdf,1,1129,1008,2137
GLVA_2022.pdf,2,1129,698,1827
GLVA_2024.pdf,1,1129,1004,2133
GLVA_2024.pdf,2,1129,693,1822
GLVA_2023.pdf,1,1129,1004,2133
GLVA_2023.pdf,2,1129,692,1821
GMTD_2023.pdf,1,1129,986,2115
GOLD_2024.pdf,1,1129,1038,2167
GOLD_2024.pdf,2,1129,938,2067
GOLF_2024.pdf,1,1129,1103,2232
GOLF_2024.pdf,2,1129,710,1839
GPRA_2022.pdf,1,1129,768,1897
GPSO_2023.pdf,1,1129,857,1986
GPSO_2022.pdf,1,1129,930,2059
GPSO_2022.pdf,2,1129,904,2033
GOOD_2024.pdf,1,1129,970,2099
GOOD_2024.pdf,2,1129,798,1927
GOOD_2024.pdf,3,1129,878,2007
GOOD_2024.pdf,4,1129,871,2000
GPRA_2024.pdf,1,1129,767,1896
GPRA_2024.pdf,2,1129,777,1906
GPRA_2024.pdf,3,1129,746,1875
GRIA_2024.pdf,1,1129,717,1846
GRIA_2024.pdf,2,1129,664,1793
GTBO_2024.pdf,1,1129,787,1916
GTRA_2022.pdf,1,1129,829,1958
GRPM_2023.pdf,1,1129,1093,2222
GRPM_2023.pdf,2,1129,849,1978
GTRA_2023.pdf,1,1129,780,1909
GTRA_2024.pdf,1,1129,665,1794
GSMF_2022.pdf,1,1129,650,1779
GSMF_2022.pdf,2,1129,908,2037
GSMF_2022.pdf,3,1129,884,2013
GULA_2023.pdf,1,1129,883,2012
GUNA_2024.pdf,1,1129,832,1961
GZCO_2022.pdf,1,1129,816,1945
GZCO_2023.pdf,1,1129,825,1954
GZCO_2024.pdf,1,1129,820,1949
HADE_2024.pdf,1,1129,1079,2208
HAIS_2022.pdf,1,1129,879,2008
HAIS_2023.pdf,1,1129,832,1961
HAIS_2024.pdf,1,1129,858,1987
HATM_2023.pdf,1,1129,926,2055
HATM_2023.pdf,2,1129,955,2084
HATM_2022.pdf,1,1129,971,2100
HATM_2022.pdf,2,1129,1110,2239
HALO_2023.pdf,1,1129,1131,2260
HALO_2023.pdf,2,1129,1132,2261
HALO_2023.pdf,3,1129,1118,2247
HATM_2024.pdf,1,1129,923,2052
HATM_2024.pdf,2,1129,886,2015
HATM_2024.pdf,3,1129,862,1991
HDFA_2022.pdf,1,1129,857,1986
HDFA_2022.pdf,2,1129,686,1815
HDFA_2023.pdf,1,1129,979,2108
HDFA_2023.pdf,2,1129,710,1839
HDIT_2024.pdf,1,1129,890,2019
HDTX_2022.pdf,1,1129,900,2029
HDIT_2022.pdf,1,1129,1250,2379
HDIT_2022.pdf,2,1129,854,1983
HDFA_2024.pdf,1,1129,923,2052
HDFA_2024.pdf,2,1129,867,1996
HDTX_2023.pdf,1,1129,891,2020
HELI_2022.pdf,1,1129,977,2106
HDTX_2024.pdf,1,1129,794,1923
HDTX_2024.pdf,2,1129,1015,2144
HEAL_2023.pdf,1,1129,641,1770
HEAL_2023.pdf,2,1129,830,1959
HEXA_2022.pdf,1,1129,604,1733
HEXA_2022.pdf,2,1129,810,1939
HERO_2023.pdf,1,1129,1060,2189
HERO_2023.pdf,2,1129,795,1924
HERO_2023.pdf,3,1129,751,1880
HERO_2023.pdf,4,1129,719,1848
HGII_2024.pdf,1,1129,873,2002
HGII_2024.pdf,2,1129,761,1890
HERO_2024.pdf,1,1129,1098,2227
HERO_2024.pdf,2,1129,867,1996
HERO_2024.pdf,3,1129,751,1880
HERO_2024.pdf,4,1129,717,1846
HILL_2022.pdf,1,1129,1284,2413
HILL_2022.pdf,2,1129,1023,2152
HILL_2024.pdf,1,1129,1370,2499
HILL_2024.pdf,2,1129,867,1996
HILL_2023.pdf,1,1129,1277,2406
HILL_2023.pdf,2,1129,933,2062
HILL_2023.pdf,3,1129,747,1876
HMSP_2022.pdf,1,1129,979,2108
HMSP_2022.pdf,2,1129,875,2004
HITS_2023.pdf,1,1129,814,1943
HITS_2023.pdf,2,1129,624,1753
HITS_2023.pdf,3,1129,843,1972
HMSP_2023.pdf,1,1129,1083,2212
HMSP_2023.pdf,2,1129,882,2011
HOMI_2022.pdf,1,1129,847,1976
HOMI_2023.pdf,1,1129,848,1977
HOMI_2024.pdf,1,1129,849,1978
HMSP_2024.pdf,1,1129,975,2104
HMSP_2024.pdf,2,1129,864,1993
HRME_2023.pdf,1,1129,811,1940
HRME_2023.pdf,2,1129,735,1864
HRME_2024.pdf,1,1129,819,1948
HRME_2024.pdf,2,1129,593,1722
HRME_2024.pdf,3,1129,719,1848
HRTA_2022.pdf,1,1129,1062,2191
HRTA_2022.pdf,2,1129,956,2085
HOPE_2024.pdf,1,1129,1030,2159
HOPE_2024.pdf,2,1129,741,1870
HOPE_2024.pdf,3,1129,790,1919
HOPE_2024.pdf,4,1129,891,2020
HRTA_2023.pdf,1,1129,1225,2354
HRTA_2023.pdf,2,1129,1012,2141
HRTA_2024.pdf,1,1129,1282,2411
HRTA_2024.pdf,2,1129,878,2007
HUMI_2023.pdf,1,1129,628,1757
HUMI_2023.pdf,2,1129,967,2096
HRUM_2022.pdf,1,1129,645,1774
HRUM_2022.pdf,2,1129,861,1990
HRUM_2022.pdf,3,1129,929,2058
HYGN_2024.pdf,1,1129,1030,2159
HYGN_2024.pdf,2,1129,1023,2152
HYGN_2024.pdf,3,1129,979,2108
IBFN_2022.pdf,1,1129,1232,2361
HYGN_2023.pdf,1,1129,1067,2196
HYGN_2023.pdf,2,1129,1142,2271
HYGN_2023.pdf,3,1129,1027,2156
IBFN_2024.pdf,1,1129,1048,2177
IBST_2023.pdf,1,1129,979,2108
IBST_2024.pdf,1,1129,1801,2930
IBOS_2022.pdf,1,1129,1294,2423
IBOS_2022.pdf,2,1129,837,1966
ICBP_2022.pdf,1,1129,901,2030
ICBP_2022.pdf,2,1129,798,1927
IFSH_2023.pdf,1,1129,638,1767
ICBP_2023.pdf,1,1129,897,2026
ICBP_2023.pdf,2,1129,872,2001
IFSH_2024.pdf,1,1129,624,1753
IFSH_2024.pdf,2,1129,541,1670
IGAR_2024.pdf,1,1129,759,1888
IGAR_2024.pdf,2,1129,756,1885
IKAI_2024.pdf,1,1129,1130,2259
IKAN_2022.pdf,1,1129,713,1842
IIKP_2023.pdf,1,1129,815,1944
IIKP_2023.pdf,2,1129,1006,2135
IIKP_2023.pdf,3,1129,901,2030
IKAN_2023.pdf,1,1129,713,1842
IKAI_2023.pdf,1,1129,791,1920
IKAI_2023.pdf,2,1129,905,2034
IKAI_2023.pdf,3,1129,623,1752
ICON_2022.pdf,1,1129,534,1663
ICON_2022.pdf,2,1129,406,1535
ICON_2022.pdf,3,1129,567,1696
ICON_2022.pdf,4,1129,627,1756
ICON_2022.pdf,5,1129,487,1616
