Emiten Code,Year,Dimensions,Wordlist,Word count
ARSA.L,2023,Digital technology applications,Data management,0
ARSA.L,2023,Digital technology applications,data mining,0
ARSA.L,2023,Digital technology applications,data network,0
ARSA.L,2023,Digital technology applications,data platform,0
ARSA.L,2023,Digital technology applications,data center,0
ARSA.L,2023,Digital technology applications,data science,0
ARSA.L,2023,Digital technology applications,digital control,0
ARSA.L,2023,Digital technology applications,digital technology,0
ARSA.L,2023,Digital technology applications,digital communication,0
ARSA.L,2023,Digital technology applications,digital network,0
ARSA.L,2023,Digital technology applications,digital intelligence,0
ARSA.L,2023,Digital technology applications,digital terminal,0
ARSA.L,2023,Digital technology applications,digital marketing,0
ARSA.L,2023,Digital technology applications,digitalization,0
ARSA.L,2023,Digital technology applications,big data,0
ARSA.L,2023,Digital technology applications,cloud computing,0
ARSA.L,2023,Digital technology applications,cloud IT,0
ARSA.L,2023,Digital technology applications,cloud ecology,0
ARSA.L,2023,Digital technology applications,cloud services,0
ARSA.L,2023,Digital technology applications,cloud platform,0
ARSA.L,2023,Digital technology applications,block chain,0
ARSA.L,2023,Digital technology applications,Internet of Things,0
ARSA.L,2023,Digital technology applications,machine learning,0
ARSA.L,2023,Internet business model,Mobile internet,0
ARSA.L,2023,Internet business model,industrial internet,0
ARSA.L,2023,Internet business model,industrial internet,0
ARSA.L,2023,Internet business model,internet solutions,0
ARSA.L,2023,Internet business model,internet technology,0
ARSA.L,2023,Internet business model,internet thinking,0
ARSA.L,2023,Internet business model,internet action,0
ARSA.L,2023,Internet business model,internet business,0
ARSA.L,2023,Internet business model,internet mobile,0
ARSA.L,2023,Internet business model,internet application,0
ARSA.L,2023,Internet business model,internet marketing,0
ARSA.L,2023,Internet business model,internet strategy,0
ARSA.L,2023,Internet business model,internet platform,0
ARSA.L,2023,Internet business model,internet model,0
ARSA.L,2023,Internet business model,internet business model,0
ARSA.L,2023,Internet business model,internet ecology,0
ARSA.L,2023,Internet business model,e-commerce,0
ARSA.L,2023,Internet business model,e-commerce,0
ARSA.L,2023,Internet business model,internet,0
ARSA.L,2023,Internet business model,internet+,0
ARSA.L,2023,Internet business model,of ine,0
ARSA.L,2023,Internet business model,online to of ine,0
ARSA.L,2023,Internet business model,online and of ine,0
ARSA.L,2023,Internet business model,O2O,0
ARSA.L,2023,Internet business model,B2B,0
ARSA.L,2023,Internet business model,C2C,0
ARSA.L,2023,Internet business model,B2C,0
ARSA.L,2023,Internet business model,C2B,0
ARSA.L,2023,Smart manufacturing,Artificial intelligence,0
ARSA.L,2023,Smart manufacturing,high-end intelligence,0
ARSA.L,2023,Smart manufacturing,industrial intelligence,0
ARSA.L,2023,Smart manufacturing,mobile intelligence,0
ARSA.L,2023,Smart manufacturing,intelligent control,0
ARSA.L,2023,Smart manufacturing,intelligent terminal,0
ARSA.L,2023,Smart manufacturing,intelligent mobile,0
ARSA.L,2023,Smart manufacturing,intelligent management,0
ARSA.L,2023,Smart manufacturing,intelligent factory,0
ARSA.L,2023,Smart manufacturing,intelligent logistics,0
ARSA.L,2023,Smart manufacturing,intelligent manufacturing,0
ARSA.L,2023,Smart manufacturing,intelligent storage,0
ARSA.L,2023,Smart manufacturing,intelligent technology,0
ARSA.L,2023,Smart manufacturing,intelligent equipment,0
ARSA.L,2023,Smart manufacturing,intelligent production,0
ARSA.L,2023,Smart manufacturing,intelligent network,0
ARSA.L,2023,Smart manufacturing,intelligent system,0
ARSA.L,2023,Smart manufacturing,intelligent,0
ARSA.L,2023,Smart manufacturing,automatic control,0
ARSA.L,2023,Smart manufacturing,automatic monitoring,0
ARSA.L,2023,Smart manufacturing,automatic monitoring,0
ARSA.L,2023,Smart manufacturing,automatic detection,0
ARSA.L,2023,Smart manufacturing,automatic production,0
ARSA.L,2023,Smart manufacturing,CNC,0
ARSA.L,2023,Smart manufacturing,integration,0
ARSA.L,2023,Smart manufacturing,integrated,0
ARSA.L,2023,Smart manufacturing,integrated solutions,0
ARSA.L,2023,Smart manufacturing,integrated control,0
ARSA.L,2023,Smart manufacturing,integrated systems,0
ARSA.L,2023,Smart manufacturing,industrial cloud,0
ARSA.L,2023,Smart manufacturing,future factory,0
ARSA.L,2023,Smart manufacturing,intelligent fault diagnosis,0
ARSA.L,2023,Smart manufacturing,life cycle management,0
ARSA.L,2023,Smart manufacturing,manufacturing execution system,0
ARSA.L,2023,Smart manufacturing,virtualization,0
ARSA.L,2023,Smart manufacturing,virtual manufacturing,0
ARSA.L,2023,Smart manufacturing,Information sharing,0
ARSA.L,2023,Smart manufacturing,information management,0
ARSA.L,2023,Smart manufacturing,information integration,0
ARSA.L,2023,Smart manufacturing,information software,0
ARSA.L,2023,Modern information system,information system,0
ARSA.L,2023,Modern information system,information network,0
ARSA.L,2023,Modern information system,information,28
ARSA.L,2023,Modern information system,terminal,0
ARSA.L,2023,Modern information system,information center,0
ARSA.L,2023,Modern information system,informatization,0
ARSA.L,2023,Modern information system,networking,0
ARSA.L,2023,Modern information system,industrial information,0
ARSA.L,2023,Modern information system,industrial,2
ARSA.L,2023,Modern information system,communication,9
INDX,2022,Digital technology applications,Data management,0
INDX,2022,Digital technology applications,data mining,0
INDX,2022,Digital technology applications,data network,0
INDX,2022,Digital technology applications,data platform,0
INDX,2022,Digital technology applications,data center,0
INDX,2022,Digital technology applications,data science,0
INDX,2022,Digital technology applications,digital control,0
INDX,2022,Digital technology applications,digital technology,0
INDX,2022,Digital technology applications,digital communication,0
INDX,2022,Digital technology applications,digital network,0
INDX,2022,Digital technology applications,digital intelligence,0
INDX,2022,Digital technology applications,digital terminal,0
INDX,2022,Digital technology applications,digital marketing,0
INDX,2022,Digital technology applications,digitalization,0
INDX,2022,Digital technology applications,big data,0
INDX,2022,Digital technology applications,cloud computing,0
INDX,2022,Digital technology applications,cloud IT,0
INDX,2022,Digital technology applications,cloud ecology,0
INDX,2022,Digital technology applications,cloud services,0
INDX,2022,Digital technology applications,cloud platform,0
INDX,2022,Digital technology applications,block chain,0
INDX,2022,Digital technology applications,Internet of Things,0
INDX,2022,Digital technology applications,machine learning,0
INDX,2022,Internet business model,Mobile internet,0
INDX,2022,Internet business model,industrial internet,0
INDX,2022,Internet business model,industrial internet,0
INDX,2022,Internet business model,internet solutions,0
INDX,2022,Internet business model,internet technology,0
INDX,2022,Internet business model,internet thinking,0
INDX,2022,Internet business model,internet action,0
INDX,2022,Internet business model,internet business,0
INDX,2022,Internet business model,internet mobile,0
INDX,2022,Internet business model,internet application,0
INDX,2022,Internet business model,internet marketing,0
INDX,2022,Internet business model,internet strategy,0
INDX,2022,Internet business model,internet platform,0
INDX,2022,Internet business model,internet model,0
INDX,2022,Internet business model,internet business model,0
INDX,2022,Internet business model,internet ecology,0
INDX,2022,Internet business model,e-commerce,0
INDX,2022,Internet business model,e-commerce,0
INDX,2022,Internet business model,internet,0
INDX,2022,Internet business model,internet+,0
INDX,2022,Internet business model,of ine,0
INDX,2022,Internet business model,online to of ine,0
INDX,2022,Internet business model,online and of ine,0
INDX,2022,Internet business model,O2O,0
INDX,2022,Internet business model,B2B,0
INDX,2022,Internet business model,C2C,0
INDX,2022,Internet business model,B2C,0
INDX,2022,Internet business model,C2B,0
INDX,2022,Smart manufacturing,Artificial intelligence,0
INDX,2022,Smart manufacturing,high-end intelligence,0
INDX,2022,Smart manufacturing,industrial intelligence,0
INDX,2022,Smart manufacturing,mobile intelligence,0
INDX,2022,Smart manufacturing,intelligent control,0
INDX,2022,Smart manufacturing,intelligent terminal,0
INDX,2022,Smart manufacturing,intelligent mobile,0
INDX,2022,Smart manufacturing,intelligent management,0
INDX,2022,Smart manufacturing,intelligent factory,0
INDX,2022,Smart manufacturing,intelligent logistics,0
INDX,2022,Smart manufacturing,intelligent manufacturing,0
INDX,2022,Smart manufacturing,intelligent storage,0
INDX,2022,Smart manufacturing,intelligent technology,0
INDX,2022,Smart manufacturing,intelligent equipment,0
INDX,2022,Smart manufacturing,intelligent production,0
INDX,2022,Smart manufacturing,intelligent network,0
INDX,2022,Smart manufacturing,intelligent system,0
INDX,2022,Smart manufacturing,intelligent,0
INDX,2022,Smart manufacturing,automatic control,0
INDX,2022,Smart manufacturing,automatic monitoring,0
INDX,2022,Smart manufacturing,automatic monitoring,0
INDX,2022,Smart manufacturing,automatic detection,0
INDX,2022,Smart manufacturing,automatic production,0
INDX,2022,Smart manufacturing,CNC,0
INDX,2022,Smart manufacturing,integration,0
INDX,2022,Smart manufacturing,integrated,1
INDX,2022,Smart manufacturing,integrated solutions,0
INDX,2022,Smart manufacturing,integrated control,0
INDX,2022,Smart manufacturing,integrated systems,0
INDX,2022,Smart manufacturing,industrial cloud,0
INDX,2022,Smart manufacturing,future factory,0
INDX,2022,Smart manufacturing,intelligent fault diagnosis,0
INDX,2022,Smart manufacturing,life cycle management,0
INDX,2022,Smart manufacturing,manufacturing execution system,0
INDX,2022,Smart manufacturing,virtualization,0
INDX,2022,Smart manufacturing,virtual manufacturing,0
INDX,2022,Smart manufacturing,Information sharing,0
INDX,2022,Smart manufacturing,information management,0
INDX,2022,Smart manufacturing,information integration,0
INDX,2022,Smart manufacturing,information software,0
INDX,2022,Modern information system,information system,0
INDX,2022,Modern information system,information network,0
INDX,2022,Modern information system,information,45
INDX,2022,Modern information system,terminal,14
INDX,2022,Modern information system,information center,0
INDX,2022,Modern information system,informatization,0
INDX,2022,Modern information system,networking,0
INDX,2022,Modern information system,industrial information,0
INDX,2022,Modern information system,industrial,1
INDX,2022,Modern information system,communication,6
INET,2023,Digital technology applications,Data management,0
INET,2023,Digital technology applications,data mining,0
INET,2023,Digital technology applications,data network,0
INET,2023,Digital technology applications,data platform,0
INET,2023,Digital technology applications,data center,8
INET,2023,Digital technology applications,data science,0
INET,2023,Digital technology applications,digital control,0
INET,2023,Digital technology applications,digital technology,1
INET,2023,Digital technology applications,digital communication,0
INET,2023,Digital technology applications,digital network,0
INET,2023,Digital technology applications,digital intelligence,0
INET,2023,Digital technology applications,digital terminal,0
INET,2023,Digital technology applications,digital marketing,0
INET,2023,Digital technology applications,digitalization,0
INET,2023,Digital technology applications,big data,0
INET,2023,Digital technology applications,cloud computing,0
INET,2023,Digital technology applications,cloud IT,0
INET,2023,Digital technology applications,cloud ecology,0
INET,2023,Digital technology applications,cloud services,0
INET,2023,Digital technology applications,cloud platform,0
INET,2023,Digital technology applications,block chain,0
INET,2023,Digital technology applications,Internet of Things,0
INET,2023,Digital technology applications,machine learning,0
INET,2023,Internet business model,Mobile internet,0
INET,2023,Internet business model,industrial internet,0
INET,2023,Internet business model,industrial internet,0
INET,2023,Internet business model,internet solutions,1
INET,2023,Internet business model,internet technology,0
INET,2023,Internet business model,internet thinking,0
INET,2023,Internet business model,internet action,0
INET,2023,Internet business model,internet business,0
INET,2023,Internet business model,internet mobile,0
INET,2023,Internet business model,internet application,0
INET,2023,Internet business model,internet marketing,0
INET,2023,Internet business model,internet strategy,0
INET,2023,Internet business model,internet platform,0
INET,2023,Internet business model,internet model,0
INET,2023,Internet business model,internet business model,0
INET,2023,Internet business model,internet ecology,0
INET,2023,Internet business model,e-commerce,0
INET,2023,Internet business model,e-commerce,0
INET,2023,Internet business model,internet,179
INET,2023,Internet business model,internet+,0
INET,2023,Internet business model,of ine,5
INET,2023,Internet business model,online to of ine,0
INET,2023,Internet business model,online and of ine,0
INET,2023,Internet business model,O2O,0
INET,2023,Internet business model,B2B,16
INET,2023,Internet business model,C2C,0
INET,2023,Internet business model,B2C,0
INET,2023,Internet business model,C2B,0
INET,2023,Smart manufacturing,Artificial intelligence,0
INET,2023,Smart manufacturing,high-end intelligence,0
INET,2023,Smart manufacturing,industrial intelligence,0
INET,2023,Smart manufacturing,mobile intelligence,0
INET,2023,Smart manufacturing,intelligent control,0
INET,2023,Smart manufacturing,intelligent terminal,0
INET,2023,Smart manufacturing,intelligent mobile,0
INET,2023,Smart manufacturing,intelligent management,0
INET,2023,Smart manufacturing,intelligent factory,0
INET,2023,Smart manufacturing,intelligent logistics,0
INET,2023,Smart manufacturing,intelligent manufacturing,0
INET,2023,Smart manufacturing,intelligent storage,0
INET,2023,Smart manufacturing,intelligent technology,0
INET,2023,Smart manufacturing,intelligent equipment,0
INET,2023,Smart manufacturing,intelligent production,0
INET,2023,Smart manufacturing,intelligent network,0
INET,2023,Smart manufacturing,intelligent system,0
INET,2023,Smart manufacturing,intelligent,0
INET,2023,Smart manufacturing,automatic control,0
INET,2023,Smart manufacturing,automatic monitoring,0
INET,2023,Smart manufacturing,automatic monitoring,0
INET,2023,Smart manufacturing,automatic detection,0
INET,2023,Smart manufacturing,automatic production,0
INET,2023,Smart manufacturing,CNC,0
INET,2023,Smart manufacturing,integration,0
INET,2023,Smart manufacturing,integrated,1
INET,2023,Smart manufacturing,integrated solutions,0
INET,2023,Smart manufacturing,integrated control,0
INET,2023,Smart manufacturing,integrated systems,0
INET,2023,Smart manufacturing,industrial cloud,0
INET,2023,Smart manufacturing,future factory,0
INET,2023,Smart manufacturing,intelligent fault diagnosis,0
INET,2023,Smart manufacturing,life cycle management,0
INET,2023,Smart manufacturing,manufacturing execution system,0
INET,2023,Smart manufacturing,virtualization,0
INET,2023,Smart manufacturing,virtual manufacturing,0
INET,2023,Smart manufacturing,Information sharing,0
INET,2023,Smart manufacturing,information management,0
INET,2023,Smart manufacturing,information integration,0
INET,2023,Smart manufacturing,information software,0
INET,2023,Modern information system,information system,1
INET,2023,Modern information system,information network,0
INET,2023,Modern information system,information,133
INET,2023,Modern information system,terminal,0
INET,2023,Modern information system,information center,0
INET,2023,Modern information system,informatization,0
INET,2023,Modern information system,networking,0
INET,2023,Modern information system,industrial information,0
INET,2023,Modern information system,industrial,4
INET,2023,Modern information system,communication,70
IPCM,2023,Digital technology applications,Data management,2
IPCM,2023,Digital technology applications,data mining,0
IPCM,2023,Digital technology applications,data network,0
IPCM,2023,Digital technology applications,data platform,0
IPCM,2023,Digital technology applications,data center,0
IPCM,2023,Digital technology applications,data science,0
IPCM,2023,Digital technology applications,digital control,0
IPCM,2023,Digital technology applications,digital technology,0
IPCM,2023,Digital technology applications,digital communication,1
IPCM,2023,Digital technology applications,digital network,0
IPCM,2023,Digital technology applications,digital intelligence,0
IPCM,2023,Digital technology applications,digital terminal,0
IPCM,2023,Digital technology applications,digital marketing,0
IPCM,2023,Digital technology applications,digitalization,8
IPCM,2023,Digital technology applications,big data,0
IPCM,2023,Digital technology applications,cloud computing,0
IPCM,2023,Digital technology applications,cloud IT,0
IPCM,2023,Digital technology applications,cloud ecology,0
IPCM,2023,Digital technology applications,cloud services,0
IPCM,2023,Digital technology applications,cloud platform,0
IPCM,2023,Digital technology applications,block chain,0
IPCM,2023,Digital technology applications,Internet of Things,0
IPCM,2023,Digital technology applications,machine learning,0
IPCM,2023,Internet business model,Mobile internet,0
IPCM,2023,Internet business model,industrial internet,0
IPCM,2023,Internet business model,industrial internet,0
IPCM,2023,Internet business model,internet solutions,0
IPCM,2023,Internet business model,internet technology,0
IPCM,2023,Internet business model,internet thinking,0
IPCM,2023,Internet business model,internet action,0
IPCM,2023,Internet business model,internet business,0
IPCM,2023,Internet business model,internet mobile,0
IPCM,2023,Internet business model,internet application,0
IPCM,2023,Internet business model,internet marketing,0
IPCM,2023,Internet business model,internet strategy,0
IPCM,2023,Internet business model,internet platform,0
IPCM,2023,Internet business model,internet model,0
IPCM,2023,Internet business model,internet business model,0
IPCM,2023,Internet business model,internet ecology,0
IPCM,2023,Internet business model,e-commerce,0
IPCM,2023,Internet business model,e-commerce,0
IPCM,2023,Internet business model,internet,0
IPCM,2023,Internet business model,internet+,0
IPCM,2023,Internet business model,of ine,0
IPCM,2023,Internet business model,online to of ine,0
IPCM,2023,Internet business model,online and of ine,0
IPCM,2023,Internet business model,O2O,0
IPCM,2023,Internet business model,B2B,0
IPCM,2023,Internet business model,C2C,0
IPCM,2023,Internet business model,B2C,0
IPCM,2023,Internet business model,C2B,0
IPCM,2023,Smart manufacturing,Artificial intelligence,1
IPCM,2023,Smart manufacturing,high-end intelligence,0
IPCM,2023,Smart manufacturing,industrial intelligence,0
IPCM,2023,Smart manufacturing,mobile intelligence,0
IPCM,2023,Smart manufacturing,intelligent control,0
IPCM,2023,Smart manufacturing,intelligent terminal,0
IPCM,2023,Smart manufacturing,intelligent mobile,0
IPCM,2023,Smart manufacturing,intelligent management,0
IPCM,2023,Smart manufacturing,intelligent factory,0
IPCM,2023,Smart manufacturing,intelligent logistics,0
IPCM,2023,Smart manufacturing,intelligent manufacturing,0
IPCM,2023,Smart manufacturing,intelligent storage,0
IPCM,2023,Smart manufacturing,intelligent technology,0
IPCM,2023,Smart manufacturing,intelligent equipment,0
IPCM,2023,Smart manufacturing,intelligent production,0
IPCM,2023,Smart manufacturing,intelligent network,0
IPCM,2023,Smart manufacturing,intelligent system,0
IPCM,2023,Smart manufacturing,intelligent,0
IPCM,2023,Smart manufacturing,automatic control,0
IPCM,2023,Smart manufacturing,automatic monitoring,0
IPCM,2023,Smart manufacturing,automatic monitoring,0
IPCM,2023,Smart manufacturing,automatic detection,0
IPCM,2023,Smart manufacturing,automatic production,0
IPCM,2023,Smart manufacturing,CNC,0
IPCM,2023,Smart manufacturing,integration,14
IPCM,2023,Smart manufacturing,integrated,28
IPCM,2023,Smart manufacturing,integrated solutions,0
IPCM,2023,Smart manufacturing,integrated control,1
IPCM,2023,Smart manufacturing,integrated systems,0
IPCM,2023,Smart manufacturing,industrial cloud,0
IPCM,2023,Smart manufacturing,future factory,0
IPCM,2023,Smart manufacturing,intelligent fault diagnosis,0
IPCM,2023,Smart manufacturing,life cycle management,0
IPCM,2023,Smart manufacturing,manufacturing execution system,0
IPCM,2023,Smart manufacturing,virtualization,0
IPCM,2023,Smart manufacturing,virtual manufacturing,0
IPCM,2023,Smart manufacturing,Information sharing,1
IPCM,2023,Smart manufacturing,information management,1
IPCM,2023,Smart manufacturing,information integration,0
IPCM,2023,Smart manufacturing,information software,0
IPCM,2023,Modern information system,information system,12
IPCM,2023,Modern information system,information network,0
IPCM,2023,Modern information system,information,330
IPCM,2023,Modern information system,terminal,101
IPCM,2023,Modern information system,information center,0
IPCM,2023,Modern information system,informatization,0
IPCM,2023,Modern information system,networking,1
IPCM,2023,Modern information system,industrial information,0
IPCM,2023,Modern information system,industrial,20
IPCM,2023,Modern information system,communication,41
IRSX,2022,Digital technology applications,Data management,1
IRSX,2022,Digital technology applications,data mining,0
IRSX,2022,Digital technology applications,data network,0
IRSX,2022,Digital technology applications,data platform,0
IRSX,2022,Digital technology applications,data center,0
IRSX,2022,Digital technology applications,data science,0
IRSX,2022,Digital technology applications,digital control,0
IRSX,2022,Digital technology applications,digital technology,7
IRSX,2022,Digital technology applications,digital communication,1
IRSX,2022,Digital technology applications,digital network,0
IRSX,2022,Digital technology applications,digital intelligence,0
IRSX,2022,Digital technology applications,digital terminal,0
IRSX,2022,Digital technology applications,digital marketing,3
IRSX,2022,Digital technology applications,digitalization,6
IRSX,2022,Digital technology applications,big data,4
IRSX,2022,Digital technology applications,cloud computing,2
IRSX,2022,Digital technology applications,cloud IT,0
IRSX,2022,Digital technology applications,cloud ecology,0
IRSX,2022,Digital technology applications,cloud services,0
IRSX,2022,Digital technology applications,cloud platform,0
IRSX,2022,Digital technology applications,block chain,0
IRSX,2022,Digital technology applications,Internet of Things,2
IRSX,2022,Digital technology applications,machine learning,2
IRSX,2022,Internet business model,Mobile internet,0
IRSX,2022,Internet business model,industrial internet,0
IRSX,2022,Internet business model,industrial internet,0
IRSX,2022,Internet business model,internet solutions,0
IRSX,2022,Internet business model,internet technology,0
IRSX,2022,Internet business model,internet thinking,0
IRSX,2022,Internet business model,internet action,0
IRSX,2022,Internet business model,internet business,0
IRSX,2022,Internet business model,internet mobile,0
IRSX,2022,Internet business model,internet application,0
IRSX,2022,Internet business model,internet marketing,0
IRSX,2022,Internet business model,internet strategy,0
IRSX,2022,Internet business model,internet platform,0
IRSX,2022,Internet business model,internet model,0
IRSX,2022,Internet business model,internet business model,0
IRSX,2022,Internet business model,internet ecology,0
IRSX,2022,Internet business model,e-commerce,10
IRSX,2022,Internet business model,e-commerce,10
IRSX,2022,Internet business model,internet,10
IRSX,2022,Internet business model,internet+,0
IRSX,2022,Internet business model,of ine,0
IRSX,2022,Internet business model,online to of ine,0
IRSX,2022,Internet business model,online and of ine,0
IRSX,2022,Internet business model,O2O,2
IRSX,2022,Internet business model,B2B,4
IRSX,2022,Internet business model,C2C,0
IRSX,2022,Internet business model,B2C,0
IRSX,2022,Internet business model,C2B,0
IRSX,2022,Smart manufacturing,Artificial intelligence,6
IRSX,2022,Smart manufacturing,high-end intelligence,0
IRSX,2022,Smart manufacturing,industrial intelligence,0
IRSX,2022,Smart manufacturing,mobile intelligence,0
IRSX,2022,Smart manufacturing,intelligent control,0
IRSX,2022,Smart manufacturing,intelligent terminal,0
IRSX,2022,Smart manufacturing,intelligent mobile,0
IRSX,2022,Smart manufacturing,intelligent management,0
IRSX,2022,Smart manufacturing,intelligent factory,0
IRSX,2022,Smart manufacturing,intelligent logistics,0
IRSX,2022,Smart manufacturing,intelligent manufacturing,0
IRSX,2022,Smart manufacturing,intelligent storage,0
IRSX,2022,Smart manufacturing,intelligent technology,0
IRSX,2022,Smart manufacturing,intelligent equipment,0
IRSX,2022,Smart manufacturing,intelligent production,0
IRSX,2022,Smart manufacturing,intelligent network,0
IRSX,2022,Smart manufacturing,intelligent system,0
IRSX,2022,Smart manufacturing,intelligent,0
IRSX,2022,Smart manufacturing,automatic control,0
IRSX,2022,Smart manufacturing,automatic monitoring,0
IRSX,2022,Smart manufacturing,automatic monitoring,0
IRSX,2022,Smart manufacturing,automatic detection,0
IRSX,2022,Smart manufacturing,automatic production,0
IRSX,2022,Smart manufacturing,CNC,0
IRSX,2022,Smart manufacturing,integration,1
IRSX,2022,Smart manufacturing,integrated,10
IRSX,2022,Smart manufacturing,integrated solutions,0
IRSX,2022,Smart manufacturing,integrated control,0
IRSX,2022,Smart manufacturing,integrated systems,0
IRSX,2022,Smart manufacturing,industrial cloud,0
IRSX,2022,Smart manufacturing,future factory,0
IRSX,2022,Smart manufacturing,intelligent fault diagnosis,0
IRSX,2022,Smart manufacturing,life cycle management,0
IRSX,2022,Smart manufacturing,manufacturing execution system,0
IRSX,2022,Smart manufacturing,virtualization,0
IRSX,2022,Smart manufacturing,virtual manufacturing,0
IRSX,2022,Smart manufacturing,Information sharing,0
IRSX,2022,Smart manufacturing,information management,0
IRSX,2022,Smart manufacturing,information integration,0
IRSX,2022,Smart manufacturing,information software,0
IRSX,2022,Modern information system,information system,7
IRSX,2022,Modern information system,information network,0
IRSX,2022,Modern information system,information,132
IRSX,2022,Modern information system,terminal,0
IRSX,2022,Modern information system,information center,0
IRSX,2022,Modern information system,informatization,0
IRSX,2022,Modern information system,networking,0
IRSX,2022,Modern information system,industrial information,0
IRSX,2022,Modern information system,industrial,6
IRSX,2022,Modern information system,communication,17
IPCC,2023,Digital technology applications,Data management,1
IPCC,2023,Digital technology applications,data mining,0
IPCC,2023,Digital technology applications,data network,0
IPCC,2023,Digital technology applications,data platform,0
IPCC,2023,Digital technology applications,data center,0
IPCC,2023,Digital technology applications,data science,0
IPCC,2023,Digital technology applications,digital control,0
IPCC,2023,Digital technology applications,digital technology,1
IPCC,2023,Digital technology applications,digital communication,0
IPCC,2023,Digital technology applications,digital network,0
IPCC,2023,Digital technology applications,digital intelligence,0
IPCC,2023,Digital technology applications,digital terminal,0
IPCC,2023,Digital technology applications,digital marketing,0
IPCC,2023,Digital technology applications,digitalization,35
IPCC,2023,Digital technology applications,big data,1
IPCC,2023,Digital technology applications,cloud computing,4
IPCC,2023,Digital technology applications,cloud IT,0
IPCC,2023,Digital technology applications,cloud ecology,0
IPCC,2023,Digital technology applications,cloud services,1
IPCC,2023,Digital technology applications,cloud platform,0
IPCC,2023,Digital technology applications,block chain,0
IPCC,2023,Digital technology applications,Internet of Things,0
IPCC,2023,Digital technology applications,machine learning,0
IPCC,2023,Internet business model,Mobile internet,0
IPCC,2023,Internet business model,industrial internet,0
IPCC,2023,Internet business model,industrial internet,0
IPCC,2023,Internet business model,internet solutions,0
IPCC,2023,Internet business model,internet technology,0
IPCC,2023,Internet business model,internet thinking,0
IPCC,2023,Internet business model,internet action,0
IPCC,2023,Internet business model,internet business,0
IPCC,2023,Internet business model,internet mobile,0
IPCC,2023,Internet business model,internet application,0
IPCC,2023,Internet business model,internet marketing,0
IPCC,2023,Internet business model,internet strategy,0
IPCC,2023,Internet business model,internet platform,0
IPCC,2023,Internet business model,internet model,0
IPCC,2023,Internet business model,internet business model,0
IPCC,2023,Internet business model,internet ecology,0
IPCC,2023,Internet business model,e-commerce,0
IPCC,2023,Internet business model,e-commerce,0
IPCC,2023,Internet business model,internet,2
IPCC,2023,Internet business model,internet+,0
IPCC,2023,Internet business model,of ine,0
IPCC,2023,Internet business model,online to of ine,0
IPCC,2023,Internet business model,online and of ine,0
IPCC,2023,Internet business model,O2O,2
IPCC,2023,Internet business model,B2B,0
IPCC,2023,Internet business model,C2C,0
IPCC,2023,Internet business model,B2C,0
IPCC,2023,Internet business model,C2B,0
IPCC,2023,Smart manufacturing,Artificial intelligence,0
IPCC,2023,Smart manufacturing,high-end intelligence,0
IPCC,2023,Smart manufacturing,industrial intelligence,0
IPCC,2023,Smart manufacturing,mobile intelligence,0
IPCC,2023,Smart manufacturing,intelligent control,0
IPCC,2023,Smart manufacturing,intelligent terminal,0
IPCC,2023,Smart manufacturing,intelligent mobile,0
IPCC,2023,Smart manufacturing,intelligent management,0
IPCC,2023,Smart manufacturing,intelligent factory,0
IPCC,2023,Smart manufacturing,intelligent logistics,0
IPCC,2023,Smart manufacturing,intelligent manufacturing,0
IPCC,2023,Smart manufacturing,intelligent storage,0
IPCC,2023,Smart manufacturing,intelligent technology,0
IPCC,2023,Smart manufacturing,intelligent equipment,0
IPCC,2023,Smart manufacturing,intelligent production,0
IPCC,2023,Smart manufacturing,intelligent network,0
IPCC,2023,Smart manufacturing,intelligent system,0
IPCC,2023,Smart manufacturing,intelligent,0
IPCC,2023,Smart manufacturing,automatic control,0
IPCC,2023,Smart manufacturing,automatic monitoring,0
IPCC,2023,Smart manufacturing,automatic monitoring,0
IPCC,2023,Smart manufacturing,automatic detection,0
IPCC,2023,Smart manufacturing,automatic production,0
IPCC,2023,Smart manufacturing,CNC,0
IPCC,2023,Smart manufacturing,integration,61
IPCC,2023,Smart manufacturing,integrated,98
IPCC,2023,Smart manufacturing,integrated solutions,0
IPCC,2023,Smart manufacturing,integrated control,0
IPCC,2023,Smart manufacturing,integrated systems,1
IPCC,2023,Smart manufacturing,industrial cloud,0
IPCC,2023,Smart manufacturing,future factory,0
IPCC,2023,Smart manufacturing,intelligent fault diagnosis,0
IPCC,2023,Smart manufacturing,life cycle management,0
IPCC,2023,Smart manufacturing,manufacturing execution system,0
IPCC,2023,Smart manufacturing,virtualization,0
IPCC,2023,Smart manufacturing,virtual manufacturing,0
IPCC,2023,Smart manufacturing,Information sharing,0
IPCC,2023,Smart manufacturing,information management,3
IPCC,2023,Smart manufacturing,information integration,0
IPCC,2023,Smart manufacturing,information software,0
IPCC,2023,Modern information system,information system,49
IPCC,2023,Modern information system,information network,0
IPCC,2023,Modern information system,information,536
IPCC,2023,Modern information system,terminal,2151
IPCC,2023,Modern information system,information center,0
IPCC,2023,Modern information system,informatization,0
IPCC,2023,Modern information system,networking,1
IPCC,2023,Modern information system,industrial information,0
IPCC,2023,Modern information system,industrial,23
IPCC,2023,Modern information system,communication,67
JAYA,2024,Digital technology applications,Data management,0
JAYA,2024,Digital technology applications,data mining,0
JAYA,2024,Digital technology applications,data network,0
JAYA,2024,Digital technology applications,data platform,0
